year;month;produced_material;produced_material_production_type;produced_material_release_type;produced_material_quantity;component_material;component_material_production_type;component_material_release_type;component_material_quantity;plant_id
2024;1;80013;8001;PROD;1897;80003;8000;PROD;1688;RLT_14
2024;1;80013;8001;PROD;1897;90019;;ADD;97;RLT_14
2024;1;80003;8000;PROD;1803;70003;;RM;2522;RLT_14
2024;1;80003;8000;PROD;1803;90020;;ADD;66;RLT_14
2024;2;10003;8002;FIN;951;50003;8002;PROD;951;RLT_14
2024;2;50003;8002;PROD;768;80073;8007;PROD;783;RLT_14
2024;2;50003;8002;PROD;768;90015;;ADD;51;RLT_14
2024;2;50003;8002;PROD;768;90016;;ADD;22;RLT_14
2024;2;80073;8007;PROD;860;80013;8001;PROD;4022;RLT_14
2024;2;80073;8007;PROD;860;90017;;ADD;32;RLT_14
2024;2;80073;8007;PROD;860;90018;;ADD;10;RLT_14
2024;2;80013;8001;PROD;1926;80003;8000;PROD;1985;RLT_14
2024;2;80013;8001;PROD;1926;90019;;ADD;106;RLT_14
2024;2;80003;8000;PROD;1868;70003;;RM;2561;RLT_14
2024;2;80003;8000;PROD;1868;90020;;ADD;70;RLT_14
2024;3;10003;8002;FIN;1089;50003;8002;PROD;1089;RLT_14
2024;3;50003;8002;PROD;844;80073;8007;PROD;941;RLT_14
2024;3;50003;8002;PROD;844;90015;;ADD;55;RLT_14
2024;3;50003;8002;PROD;844;90016;;ADD;22;RLT_14
2024;3;80073;8007;PROD;905;80013;8001;PROD;3641;RLT_14
2024;3;80073;8007;PROD;905;90017;;ADD;32;RLT_14
2024;3;80073;8007;PROD;905;90018;;ADD;10;RLT_14
2024;3;80013;8001;PROD;1820;80003;8000;PROD;1885;RLT_14
2024;3;80013;8001;PROD;1820;90019;;ADD;108;RLT_14
2024;3;80003;8000;PROD;1923;70003;;RM;2328;RLT_14
2024;3;80003;8000;PROD;1923;90020;;ADD;68;RLT_14
2024;4;10003;8002;FIN;1047;50003;8002;PROD;1047;RLT_14
2024;4;50003;8002;PROD;780;80073;8007;PROD;878;RLT_14
2024;4;50003;8002;PROD;780;90015;;ADD;51;RLT_14
2024;4;50003;8002;PROD;780;90016;;ADD;22;RLT_14
2024;4;80073;8007;PROD;842;80013;8001;PROD;3353;RLT_14
2024;4;80073;8007;PROD;842;90017;;ADD;30;RLT_14
2024;4;80073;8007;PROD;842;90018;;ADD;10;RLT_14
2024;4;80013;8001;PROD;1749;80003;8000;PROD;1940;RLT_14
2024;4;80013;8001;PROD;1749;90019;;ADD;102;RLT_14
2024;4;80003;8000;PROD;2049;70003;;RM;2644;RLT_14
2024;4;80003;8000;PROD;2049;90020;;ADD;76;RLT_14
2024;5;10003;8002;FIN;1006;50003;8002;PROD;1006;RLT_14
2024;5;50003;8002;PROD;830;80073;8007;PROD;883;RLT_14
2024;5;50003;8002;PROD;830;90015;;ADD;47;RLT_14
2024;5;50003;8002;PROD;830;90016;;ADD;19;RLT_14
2024;5;80073;8007;PROD;964;80013;8001;PROD;3545;RLT_14
2024;5;80073;8007;PROD;964;90017;;ADD;32;RLT_14
2024;5;80073;8007;PROD;964;90018;;ADD;9;RLT_14
2024;5;80013;8001;PROD;1667;80003;8000;PROD;2058;RLT_14
2024;5;80013;8001;PROD;1667;90019;;ADD;107;RLT_14
2024;5;80003;8000;PROD;2142;70003;;RM;2926;RLT_14
2024;5;80003;8000;PROD;2142;90020;;ADD;64;RLT_14
2024;6;10003;8002;FIN;922;50003;8002;PROD;922;RLT_14
2024;6;50003;8002;PROD;746;80073;8007;PROD;856;RLT_14
2024;6;50003;8002;PROD;746;90015;;ADD;49;RLT_14
2024;6;50003;8002;PROD;746;90016;;ADD;21;RLT_14
2024;6;80073;8007;PROD;880;80013;8001;PROD;3451;RLT_14
2024;6;80073;8007;PROD;880;90017;;ADD;29;RLT_14
2024;6;80073;8007;PROD;880;90018;;ADD;10;RLT_14
2024;6;80013;8001;PROD;1783;80003;8000;PROD;1895;RLT_14
2024;6;80013;8001;PROD;1783;90019;;ADD;90;RLT_14
2024;6;80003;8000;PROD;1852;70003;;RM;2384;RLT_14
2024;6;80003;8000;PROD;1852;90020;;ADD;71;RLT_14
2024;7;10003;8002;FIN;1037;50003;8002;PROD;1037;RLT_14
2024;7;50003;8002;PROD;859;80073;8007;PROD;856;RLT_14
2024;7;50003;8002;PROD;859;90015;;ADD;47;RLT_14
2024;7;50003;8002;PROD;859;90016;;ADD;20;RLT_14
2024;7;80073;8007;PROD;814;80013;8001;PROD;3696;RLT_14
2024;7;80073;8007;PROD;814;90017;;ADD;33;RLT_14
2024;7;80073;8007;PROD;814;90018;;ADD;11;RLT_14
2024;7;80013;8001;PROD;1821;80003;8000;PROD;1884;RLT_14
2024;7;80013;8001;PROD;1821;90019;;ADD;96;RLT_14
2024;7;80003;8000;PROD;2083;70003;;RM;2153;RLT_14
2024;7;80003;8000;PROD;2083;90020;;ADD;66;RLT_14
2024;8;10003;8002;FIN;994;50003;8002;PROD;994;RLT_14
2024;8;50003;8002;PROD;751;80073;8007;PROD;953;RLT_14
2024;8;50003;8002;PROD;751;90015;;ADD;55;RLT_14
2024;8;50003;8002;PROD;751;90016;;ADD;21;RLT_14
2024;8;80073;8007;PROD;986;80013;8001;PROD;3886;RLT_14
2024;8;80073;8007;PROD;986;90017;;ADD;31;RLT_14
2024;8;80073;8007;PROD;986;90018;;ADD;10;RLT_14
2024;8;80013;8001;PROD;1828;80003;8000;PROD;2323;RLT_14
2024;8;80013;8001;PROD;1828;90019;;ADD;107;RLT_14
2024;8;80003;8000;PROD;2041;70003;;RM;2420;RLT_14
2024;8;80003;8000;PROD;2041;90020;;ADD;68;RLT_14
2024;9;10003;8002;FIN;1040;50003;8002;PROD;1040;RLT_14
2024;9;50003;8002;PROD;720;80073;8007;PROD;982;RLT_14
2024;9;50003;8002;PROD;720;90015;;ADD;52;RLT_14
2024;9;50003;8002;PROD;720;90016;;ADD;21;RLT_14
2024;9;80073;8007;PROD;977;80013;8001;PROD;3226;RLT_14
2024;9;80073;8007;PROD;977;90017;;ADD;29;RLT_14
2024;9;80073;8007;PROD;977;90018;;ADD;9;RLT_14
2024;9;80013;8001;PROD;1679;80003;8000;PROD;1910;RLT_14
2024;9;80013;8001;PROD;1679;90019;;ADD;91;RLT_14
2024;9;80003;8000;PROD;1924;70003;;RM;2434;RLT_14
2024;9;80003;8000;PROD;1924;90020;;ADD;71;RLT_14
2024;10;10003;8002;FIN;949;50003;8002;PROD;949;RLT_14
2024;10;50003;8002;PROD;745;80073;8007;PROD;820;RLT_14
2024;10;50003;8002;PROD;745;90015;;ADD;48;RLT_14
2024;10;50003;8002;PROD;745;90016;;ADD;22;RLT_14
2024;10;80073;8007;PROD;895;80013;8001;PROD;3258;RLT_14
2024;10;80073;8007;PROD;895;90017;;ADD;27;RLT_14
2024;10;80073;8007;PROD;895;90018;;ADD;11;RLT_14
2024;10;80013;8001;PROD;1686;80003;8000;PROD;1847;RLT_14
2024;10;80013;8001;PROD;1686;90019;;ADD;103;RLT_14
2024;10;80003;8000;PROD;1972;70003;;RM;2550;RLT_14
2024;10;80003;8000;PROD;1972;90020;;ADD;64;RLT_14
2024;11;10003;8002;FIN;1069;50003;8002;PROD;1069;RLT_14
2024;11;50003;8002;PROD;766;80073;8007;PROD;880;RLT_14
2024;11;50003;8002;PROD;766;90015;;ADD;49;RLT_14
2024;11;50003;8002;PROD;766;90016;;ADD;22;RLT_14
2024;11;80073;8007;PROD;816;80013;8001;PROD;3251;RLT_14
2024;11;80073;8007;PROD;816;90017;;ADD;32;RLT_14
2024;11;80073;8007;PROD;816;90018;;ADD;11;RLT_14
2024;11;80013;8001;PROD;1709;80003;8000;PROD;1871;RLT_14
2024;11;80013;8001;PROD;1709;90019;;ADD;100;RLT_14
2024;11;80003;8000;PROD;1887;70003;;RM;2766;RLT_14
2024;11;80003;8000;PROD;1887;90020;;ADD;76;RLT_14
2024;12;10003;8002;FIN;957;50003;8002;PROD;957;RLT_14
2024;12;50003;8002;PROD;820;80073;8007;PROD;998;RLT_14
2024;12;50003;8002;PROD;820;90015;;ADD;52;RLT_14
2024;12;50003;8002;PROD;820;90016;;ADD;19;RLT_14
2024;12;80073;8007;PROD;972;80013;8001;PROD;3635;RLT_14
2024;12;80073;8007;PROD;972;90017;;ADD;29;RLT_14
2024;12;80073;8007;PROD;972;90018;;ADD;10;RLT_14
2024;12;80013;8001;PROD;1956;80003;8000;PROD;1909;RLT_14
2024;12;80013;8001;PROD;1956;90019;;ADD;98;RLT_14
2024;12;80003;8000;PROD;1905;70003;;RM;2521;RLT_14
2024;12;80003;8000;PROD;1905;90020;;ADD;63;RLT_14
2024;1;10004;8002;FIN;1030;50004;8002;PROD;1030;RLT_14
2024;1;50004;8002;PROD;819;80074;8007;PROD;976;RLT_14
2024;1;50004;8002;PROD;819;90020;;ADD;54;RLT_14
2024;1;50004;8002;PROD;819;90021;;ADD;21;RLT_14
2024;1;80074;8007;PROD;963;80014;8001;PROD;3475;RLT_14
2024;1;80074;8007;PROD;963;90022;;ADD;28;RLT_14
2024;1;80074;8007;PROD;963;90023;;ADD;10;RLT_14
2024;1;80014;8001;PROD;1897;80004;8000;PROD;1688;RLT_14
2024;1;80014;8001;PROD;1897;90024;;ADD;97;RLT_14
2024;1;80004;8000;PROD;1803;70004;;RM;2522;RLT_14
2024;1;80004;8000;PROD;1803;90025;;ADD;66;RLT_14
2024;2;10004;8002;FIN;951;50004;8002;PROD;951;RLT_14
2024;2;50004;8002;PROD;768;80074;8007;PROD;783;RLT_14
2024;2;50004;8002;PROD;768;90020;;ADD;51;RLT_14
2024;2;50004;8002;PROD;768;90021;;ADD;22;RLT_14
2024;2;80074;8007;PROD;860;80014;8001;PROD;4022;RLT_14
2024;2;80074;8007;PROD;860;90022;;ADD;32;RLT_14
2024;2;80074;8007;PROD;860;90023;;ADD;10;RLT_14
2024;2;80014;8001;PROD;1926;80004;8000;PROD;1985;RLT_14
2024;2;80014;8001;PROD;1926;90024;;ADD;106;RLT_14
2024;2;80004;8000;PROD;1868;70004;;RM;2561;RLT_14
2024;2;80004;8000;PROD;1868;90025;;ADD;70;RLT_14
2024;3;10004;8002;FIN;1089;50004;8002;PROD;1089;RLT_14
2024;3;50004;8002;PROD;844;80074;8007;PROD;941;RLT_14
2024;3;50004;8002;PROD;844;90020;;ADD;55;RLT_14
2024;3;50004;8002;PROD;844;90021;;ADD;22;RLT_14
2024;3;80074;8007;PROD;905;80014;8001;PROD;3641;RLT_14
2024;3;80074;8007;PROD;905;90022;;ADD;32;RLT_14
2024;3;80074;8007;PROD;905;90023;;ADD;10;RLT_14
2024;3;80014;8001;PROD;1820;80004;8000;PROD;1885;RLT_14
2024;3;80014;8001;PROD;1820;90024;;ADD;108;RLT_14
2024;3;80004;8000;PROD;1923;70004;;RM;2328;RLT_14
2024;3;80004;8000;PROD;1923;90025;;ADD;68;RLT_14
2024;4;10004;8002;FIN;1047;50004;8002;PROD;1047;RLT_14
2024;4;50004;8002;PROD;780;80074;8007;PROD;878;RLT_14
2024;4;50004;8002;PROD;780;90020;;ADD;51;RLT_14
2024;4;50004;8002;PROD;780;90021;;ADD;22;RLT_14
2024;4;80074;8007;PROD;842;80014;8001;PROD;3353;RLT_14
2024;4;80074;8007;PROD;842;90022;;ADD;30;RLT_14
2024;4;80074;8007;PROD;842;90023;;ADD;10;RLT_14
2024;4;80014;8001;PROD;1749;80004;8000;PROD;1940;RLT_14
2024;4;80014;8001;PROD;1749;90024;;ADD;102;RLT_14
2024;4;80004;8000;PROD;2049;70004;;RM;2644;RLT_14
2024;4;80004;8000;PROD;2049;90025;;ADD;76;RLT_14
2024;5;10004;8002;FIN;1006;50004;8002;PROD;1006;RLT_14
2024;5;50004;8002;PROD;830;80074;8007;PROD;883;RLT_14
2024;5;50004;8002;PROD;830;90020;;ADD;47;RLT_14
2024;5;50004;8002;PROD;830;90021;;ADD;19;RLT_14
2024;5;80074;8007;PROD;964;80014;8001;PROD;3545;RLT_14
2024;5;80074;8007;PROD;964;90022;;ADD;32;RLT_14
2024;5;80074;8007;PROD;964;90023;;ADD;9;RLT_14
2024;5;80014;8001;PROD;1667;80004;8000;PROD;2058;RLT_14
2024;5;80014;8001;PROD;1667;90024;;ADD;107;RLT_14
2024;5;80004;8000;PROD;2142;70004;;RM;2926;RLT_14
2024;5;80004;8000;PROD;2142;90025;;ADD;64;RLT_14
2024;6;10004;8002;FIN;922;50004;8002;PROD;922;RLT_14
2024;6;50004;8002;PROD;746;80074;8007;PROD;856;RLT_14
2024;6;50004;8002;PROD;746;90020;;ADD;49;RLT_14
2024;6;50004;8002;PROD;746;90021;;ADD;21;RLT_14
2024;6;80074;8007;PROD;880;80014;8001;PROD;3451;RLT_14
2024;6;80074;8007;PROD;880;90022;;ADD;29;RLT_14
2024;6;80074;8007;PROD;880;90023;;ADD;10;RLT_14
2024;6;80014;8001;PROD;1783;80004;8000;PROD;1895;RLT_14
2024;6;80014;8001;PROD;1783;90024;;ADD;90;RLT_14
2024;6;80004;8000;PROD;1852;70004;;RM;2384;RLT_14
2024;6;80004;8000;PROD;1852;90025;;ADD;71;RLT_14
2024;7;10004;8002;FIN;1037;50004;8002;PROD;1037;RLT_14
2024;7;50004;8002;PROD;859;80074;8007;PROD;856;RLT_14
2024;7;50004;8002;PROD;859;90020;;ADD;47;RLT_14
2024;7;50004;8002;PROD;859;90021;;ADD;20;RLT_14
2024;7;80074;8007;PROD;814;80014;8001;PROD;3696;RLT_14
2024;7;80074;8007;PROD;814;90022;;ADD;33;RLT_14
2024;7;80074;8007;PROD;814;90023;;ADD;11;RLT_14
2024;7;80014;8001;PROD;1821;80004;8000;PROD;1884;RLT_14
2024;7;80014;8001;PROD;1821;90024;;ADD;96;RLT_14
2024;7;80004;8000;PROD;2083;70004;;RM;2153;RLT_14
2024;7;80004;8000;PROD;2083;90025;;ADD;66;RLT_14
2024;8;10004;8002;FIN;994;50004;8002;PROD;994;RLT_14
2024;8;50004;8002;PROD;751;80074;8007;PROD;953;RLT_14
2024;8;50004;8002;PROD;751;90020;;ADD;55;RLT_14
2024;8;50004;8002;PROD;751;90021;;ADD;21;RLT_14
2024;8;80074;8007;PROD;986;80014;8001;PROD;3886;RLT_14
2024;8;80074;8007;PROD;986;90022;;ADD;31;RLT_14
2024;8;80074;8007;PROD;986;90023;;ADD;10;RLT_14
2024;8;80014;8001;PROD;1828;80004;8000;PROD;2323;RLT_14
2024;8;80014;8001;PROD;1828;90024;;ADD;107;RLT_14
2024;8;80004;8000;PROD;2041;70004;;RM;2420;RLT_14
2024;8;80004;8000;PROD;2041;90025;;ADD;68;RLT_14
2024;9;10004;8002;FIN;1040;50004;8002;PROD;1040;RLT_14
2024;9;50004;8002;PROD;720;80074;8007;PROD;982;RLT_14
2024;9;50004;8002;PROD;720;90020;;ADD;52;RLT_14
2024;9;50004;8002;PROD;720;90021;;ADD;21;RLT_14
2024;9;80074;8007;PROD;977;80014;8001;PROD;3226;RLT_14
2024;9;80074;8007;PROD;977;90022;;ADD;29;RLT_14
2024;9;80074;8007;PROD;977;90023;;ADD;9;RLT_14
2024;9;80014;8001;PROD;1679;80004;8000;PROD;1910;RLT_14
2024;9;80014;8001;PROD;1679;90024;;ADD;91;RLT_14
2024;9;80004;8000;PROD;1924;70004;;RM;2434;RLT_14
2024;9;80004;8000;PROD;1924;90025;;ADD;71;RLT_14
2024;10;10004;8002;FIN;949;50004;8002;PROD;949;RLT_14
2024;10;50004;8002;PROD;745;80074;8007;PROD;820;RLT_14
2024;10;50004;8002;PROD;745;90020;;ADD;48;RLT_14
2024;10;50004;8002;PROD;745;90021;;ADD;22;RLT_14
2024;10;80074;8007;PROD;895;80014;8001;PROD;3258;RLT_14
2024;10;80074;8007;PROD;895;90022;;ADD;27;RLT_14
2024;10;80074;8007;PROD;895;90023;;ADD;11;RLT_14
2024;10;80014;8001;PROD;1686;80004;8000;PROD;1847;RLT_14
2024;10;80014;8001;PROD;1686;90024;;ADD;103;RLT_14
2024;10;80004;8000;PROD;1972;70004;;RM;2550;RLT_14
2024;10;80004;8000;PROD;1972;90025;;ADD;64;RLT_14
2024;11;10004;8002;FIN;1069;50004;8002;PROD;1069;RLT_14
2024;11;50004;8002;PROD;766;80074;8007;PROD;880;RLT_14
2024;11;50004;8002;PROD;766;90020;;ADD;49;RLT_14
2024;11;50004;8002;PROD;766;90021;;ADD;22;RLT_14
2024;11;80074;8007;PROD;816;80014;8001;PROD;3251;RLT_14
2024;11;80074;8007;PROD;816;90022;;ADD;32;RLT_14
2024;11;80074;8007;PROD;816;90023;;ADD;11;RLT_14
2024;11;80014;8001;PROD;1709;80004;8000;PROD;1871;RLT_14
2024;11;80014;8001;PROD;1709;90024;;ADD;100;RLT_14
2024;11;80004;8000;PROD;1887;70004;;RM;2766;RLT_14
2024;11;80004;8000;PROD;1887;90025;;ADD;76;RLT_14
2024;12;10004;8002;FIN;957;50004;8002;PROD;957;RLT_14
2024;12;50004;8002;PROD;820;80074;8007;PROD;998;RLT_14
2024;12;50004;8002;PROD;820;90020;;ADD;52;RLT_14
2024;12;50004;8002;PROD;820;90021;;ADD;19;RLT_14
2024;12;80074;8007;PROD;972;80014;8001;PROD;3635;RLT_14
2024;12;80074;8007;PROD;972;90022;;ADD;29;RLT_14
2024;12;80074;8007;PROD;972;90023;;ADD;10;RLT_14
2024;12;80014;8001;PROD;1956;80004;8000;PROD;1909;RLT_14
2024;12;80014;8001;PROD;1956;90024;;ADD;98;RLT_14
2024;12;80004;8000;PROD;1905;70004;;RM;2521;RLT_14
2024;12;80004;8000;PROD;1905;90025;;ADD;63;RLT_14
2024;1;10005;8002;FIN;975;50005;8002;PROD;975;RLT_14
2024;1;50005;8002;PROD;739;80075;8007;PROD;808;RLT_14
2024;1;50005;8002;PROD;739;90025;;ADD;49;RLT_14
2024;1;50005;8002;PROD;739;90026;;ADD;21;RLT_14
2024;1;80075;8007;PROD;897;80015;8001;PROD;3541;RLT_14
2024;1;80075;8007;PROD;897;90027;;ADD;29;RLT_14
2024;1;80075;8007;PROD;897;90028;;ADD;11;RLT_14
2024;1;80015;8001;PROD;1670;80005;8000;PROD;1909;RLT_14
2024;1;80015;8001;PROD;1670;90029;;ADD;96;RLT_14
2024;1;80005;8000;PROD;1904;70005;;RM;2803;RLT_14
2024;1;80005;8000;PROD;1904;90030;;ADD;72;RLT_14
2024;2;10005;8002;FIN;1050;50005;8002;PROD;1050;RLT_14
2024;2;50005;8002;PROD;811;80075;8007;PROD;879;RLT_14
2024;2;50005;8002;PROD;811;90025;;ADD;48;RLT_14
2024;2;50005;8002;PROD;811;90026;;ADD;20;RLT_14
2024;2;80075;8007;PROD;875;80015;8001;PROD;3021;RLT_14
2024;2;80075;8007;PROD;875;90027;;ADD;29;RLT_14
2024;2;80075;8007;PROD;875;90028;;ADD;11;RLT_14
2024;2;80015;8001;PROD;1635;80005;8000;PROD;2130;RLT_14
2024;2;80015;8001;PROD;1635;90029;;ADD;107;RLT_14
2024;2;80005;8000;PROD;2144;70005;;RM;2538;RLT_14
2024;2;80005;8000;PROD;2144;90030;;ADD;73;RLT_14
2024;3;10005;8002;FIN;955;50005;8002;PROD;955;RLT_14
2024;3;50005;8002;PROD;795;80075;8007;PROD;818;RLT_14
2024;3;50005;8002;PROD;795;90025;;ADD;46;RLT_14
2024;3;50005;8002;PROD;795;90026;;ADD;20;RLT_14
2024;3;80075;8007;PROD;894;80015;8001;PROD;3359;RLT_14
2024;3;80075;8007;PROD;894;90027;;ADD;33;RLT_14
2024;3;80075;8007;PROD;894;90028;;ADD;9;RLT_14
2024;3;80015;8001;PROD;1708;80005;8000;PROD;2035;RLT_14
2024;3;80015;8001;PROD;1708;90029;;ADD;91;RLT_14
2024;3;80005;8000;PROD;1854;70005;;RM;2677;RLT_14
2024;3;80005;8000;PROD;1854;90030;;ADD;68;RLT_14
2024;4;10005;8002;FIN;1070;50005;8002;PROD;1070;RLT_14
2024;4;50005;8002;PROD;805;80075;8007;PROD;927;RLT_14
2024;4;50005;8002;PROD;805;90025;;ADD;53;RLT_14
2024;4;50005;8002;PROD;805;90026;;ADD;20;RLT_14
2024;4;80075;8007;PROD;848;80015;8001;PROD;3447;RLT_14
2024;4;80075;8007;PROD;848;90027;;ADD;30;RLT_14
2024;4;80075;8007;PROD;848;90028;;ADD;10;RLT_14
2024;4;80015;8001;PROD;1862;80005;8000;PROD;2031;RLT_14
2024;4;80015;8001;PROD;1862;90029;;ADD;110;RLT_14
2024;4;80005;8000;PROD;2075;70005;;RM;2616;RLT_14
2024;4;80005;8000;PROD;2075;90030;;ADD;65;RLT_14
2024;5;10005;8002;FIN;954;50005;8002;PROD;954;RLT_14
2024;5;50005;8002;PROD;757;80075;8007;PROD;881;RLT_14
2024;5;50005;8002;PROD;757;90025;;ADD;50;RLT_14
2024;5;50005;8002;PROD;757;90026;;ADD;19;RLT_14
2024;5;80075;8007;PROD;857;80015;8001;PROD;3270;RLT_14
2024;5;80075;8007;PROD;857;90027;;ADD;32;RLT_14
2024;5;80075;8007;PROD;857;90028;;ADD;11;RLT_14
2024;5;80015;8001;PROD;1630;80005;8000;PROD;2105;RLT_14
2024;5;80015;8001;PROD;1630;90029;;ADD;109;RLT_14
2024;5;80005;8000;PROD;2166;70005;;RM;2638;RLT_14
2024;5;80005;8000;PROD;2166;90030;;ADD;74;RLT_14
2024;6;10005;8002;FIN;901;50005;8002;PROD;901;RLT_14
2024;6;50005;8002;PROD;764;80075;8007;PROD;984;RLT_14
2024;6;50005;8002;PROD;764;90025;;ADD;45;RLT_14
2024;6;50005;8002;PROD;764;90026;;ADD;20;RLT_14
2024;6;80075;8007;PROD;988;80015;8001;PROD;3803;RLT_14
2024;6;80075;8007;PROD;988;90027;;ADD;32;RLT_14
2024;6;80075;8007;PROD;988;90028;;ADD;11;RLT_14
2024;6;80015;8001;PROD;1772;80005;8000;PROD;2364;RLT_14
2024;6;80015;8001;PROD;1772;90029;;ADD;98;RLT_14
2024;6;80005;8000;PROD;2185;70005;;RM;2117;RLT_14
2024;6;80005;8000;PROD;2185;90030;;ADD;68;RLT_14
2024;7;10005;8002;FIN;1054;50005;8002;PROD;1054;RLT_14
2024;7;50005;8002;PROD;764;80075;8007;PROD;803;RLT_14
2024;7;50005;8002;PROD;764;90025;;ADD;49;RLT_14
2024;7;50005;8002;PROD;764;90026;;ADD;20;RLT_14
2024;7;80075;8007;PROD;870;80015;8001;PROD;3842;RLT_14
2024;7;80075;8007;PROD;870;90027;;ADD;32;RLT_14
2024;7;80075;8007;PROD;870;90028;;ADD;10;RLT_14
2024;7;80015;8001;PROD;1773;80005;8000;PROD;2033;RLT_14
2024;7;80015;8001;PROD;1773;90029;;ADD;94;RLT_14
2024;7;80005;8000;PROD;1944;70005;;RM;2641;RLT_14
2024;7;80005;8000;PROD;1944;90030;;ADD;75;RLT_14
2024;8;10005;8002;FIN;1044;50005;8002;PROD;1044;RLT_14
2024;8;50005;8002;PROD;747;80075;8007;PROD;942;RLT_14
2024;8;50005;8002;PROD;747;90025;;ADD;47;RLT_14
2024;8;50005;8002;PROD;747;90026;;ADD;19;RLT_14
2024;8;80075;8007;PROD;977;80015;8001;PROD;3835;RLT_14
2024;8;80075;8007;PROD;977;90027;;ADD;29;RLT_14
2024;8;80075;8007;PROD;977;90028;;ADD;10;RLT_14
2024;8;80015;8001;PROD;1922;80005;8000;PROD;1928;RLT_14
2024;8;80015;8001;PROD;1922;90029;;ADD;99;RLT_14
2024;8;80005;8000;PROD;1931;70005;;RM;2797;RLT_14
2024;8;80005;8000;PROD;1931;90030;;ADD;68;RLT_14
2024;9;10005;8002;FIN;941;50005;8002;PROD;941;RLT_14
2024;9;50005;8002;PROD;861;80075;8007;PROD;1018;RLT_14
2024;9;50005;8002;PROD;861;90025;;ADD;47;RLT_14
2024;9;50005;8002;PROD;861;90026;;ADD;21;RLT_14
2024;9;80075;8007;PROD;958;80015;8001;PROD;3219;RLT_14
2024;9;80075;8007;PROD;958;90027;;ADD;32;RLT_14
2024;9;80075;8007;PROD;958;90028;;ADD;10;RLT_14
2024;9;80015;8001;PROD;1707;80005;8000;PROD;2108;RLT_14
2024;9;80015;8001;PROD;1707;90029;;ADD;101;RLT_14
2024;9;80005;8000;PROD;1950;70005;;RM;2429;RLT_14
2024;9;80005;8000;PROD;1950;90030;;ADD;66;RLT_14
2024;10;10005;8002;FIN;1049;50005;8002;PROD;1049;RLT_14
2024;10;50005;8002;PROD;810;80075;8007;PROD;876;RLT_14
2024;10;50005;8002;PROD;810;90025;;ADD;51;RLT_14
2024;10;50005;8002;PROD;810;90026;;ADD;19;RLT_14
2024;10;80075;8007;PROD;811;80015;8001;PROD;3890;RLT_14
2024;10;80075;8007;PROD;811;90027;;ADD;30;RLT_14
2024;10;80075;8007;PROD;811;90028;;ADD;10;RLT_14
2024;10;80015;8001;PROD;1895;80005;8000;PROD;2103;RLT_14
2024;10;80015;8001;PROD;1895;90029;;ADD;107;RLT_14
2024;10;80005;8000;PROD;2045;70005;;RM;2287;RLT_14
2024;10;80005;8000;PROD;2045;90030;;ADD;67;RLT_14
2024;11;10005;8002;FIN;949;50005;8002;PROD;949;RLT_14
2024;11;50005;8002;PROD;840;80075;8007;PROD;966;RLT_14
2024;11;50005;8002;PROD;840;90025;;ADD;49;RLT_14
2024;11;50005;8002;PROD;840;90026;;ADD;20;RLT_14
2024;11;80075;8007;PROD;927;80015;8001;PROD;3601;RLT_14
2024;11;80075;8007;PROD;927;90027;;ADD;30;RLT_14
2024;11;80075;8007;PROD;927;90028;;ADD;10;RLT_14
2024;11;80015;8001;PROD;1946;80005;8000;PROD;1938;RLT_14
2024;11;80015;8001;PROD;1946;90029;;ADD;100;RLT_14
2024;11;80005;8000;PROD;1859;70005;;RM;2558;RLT_14
2024;11;80005;8000;PROD;1859;90030;;ADD;69;RLT_14
2024;12;10005;8002;FIN;1081;50005;8002;PROD;1081;RLT_14
2024;12;50005;8002;PROD;794;80075;8007;PROD;857;RLT_14
2024;12;50005;8002;PROD;794;90025;;ADD;51;RLT_14
2024;12;50005;8002;PROD;794;90026;;ADD;21;RLT_14
2024;12;80075;8007;PROD;849;80015;8001;PROD;3822;RLT_14
2024;12;80075;8007;PROD;849;90027;;ADD;27;RLT_14
2024;12;80075;8007;PROD;849;90028;;ADD;9;RLT_14
2024;12;80015;8001;PROD;1780;80005;8000;PROD;2046;RLT_14
2024;12;80015;8001;PROD;1780;90029;;ADD;102;RLT_14
2024;12;80005;8000;PROD;2181;70005;;RM;2523;RLT_14
2024;12;80005;8000;PROD;2181;90030;;ADD;65;RLT_14
2024;1;10006;8002;FIN;1032;50006;8002;PROD;1032;RLT_14
2024;1;50006;8002;PROD;790;80076;8007;PROD;928;RLT_14
2024;1;50006;8002;PROD;790;90030;;ADD;52;RLT_14
2024;1;50006;8002;PROD;790;90031;;ADD;18;RLT_14
2024;1;80076;8007;PROD;868;80016;8001;PROD;3471;RLT_14
2024;1;80076;8007;PROD;868;90032;;ADD;32;RLT_14
2024;1;80076;8007;PROD;868;90033;;ADD;9;RLT_14
2024;1;80016;8001;PROD;1825;80006;8000;PROD;2301;RLT_14
2024;1;80016;8001;PROD;1825;90034;;ADD;92;RLT_14
2024;1;80006;8000;PROD;2136;70006;;RM;2860;RLT_14
2024;1;80006;8000;PROD;2136;90035;;ADD;70;RLT_14
2024;2;10006;8002;FIN;1084;50006;8002;PROD;1084;RLT_14
2024;2;50006;8002;PROD;873;80076;8007;PROD;873;RLT_14
2024;2;50006;8002;PROD;873;90030;;ADD;52;RLT_14
2024;2;50006;8002;PROD;873;90031;;ADD;20;RLT_14
2024;2;80076;8007;PROD;815;80016;8001;PROD;3812;RLT_14
